0.7299,0.73982
0.86841,0.71793
0.64825,0.6751
0.80429,0.92118
0.86881,0.79187
0.78245,0.73799
0.72259,0.75602
0.51269,0.5936
0.84087,0.76974
0.61434,0.5918
0.66464,0.71258
0.70313,0.70565
0.59067,0.59679
0.57698,0.6026
0.46179,0.55488
0.68492,0.65381
1.0471,0.79116
0.68951,0.53633
0.59616,0.54228
0.50778,0.59719
0.63053,0.66185
0.55925,0.5846
0.53059,0.62745
0.76117,0.7921
0.81317,0.6872
0.72877,0.83167
0.54193,0.50843
0.53569,0.58863
0.76159,0.96215
0.84897,0.78569
0.56911,0.63692
0.79701,0.71002
0.70212,0.84758
0.63099,0.93728
0.50906,0.50183
0.54978,0.55633
0.86874,0.90747
0.70976,0.72535
0.5952,0.70342
0.7755,0.76309
0.85155,0.86632
0.6949,0.78517
0.77671,0.78849
0.85222,0.9596
0.67325,1.0151
0.42003,0.46009
0.74077,0.5735
0.7028,0.62204
0.67838,0.67784
0.77309,0.57297
0.78394,0.78711
1.0949,0.6791
0.71304,0.66995
0.69891,0.60609
0.58797,0.58221
0.68972,0.83341
0.8503,0.84446
0.39876,0.37995
0.74031,0.7149
1.0444,1.0602
0.54725,0.56482
0.74496,0.69373
0.51127,0.55938
0.73293,0.72075
0.70181,0.76964
0.92496,0.86817
0.77215,0.85125
0.73752,0.69703
0.50562,0.58545
0.48684,0.47379
0.7387,0.78317
0.69521,0.55827
0.69861,0.54995
0.5608,0.52589
0.55593,0.61095
0.6083,0.79135
0.5773,0.70022
0.70088,0.73987
0.74623,0.61686
1.0479,1.0849
0.77237,0.77625
0.54937,0.55759
0.88428,1.1552
0.77483,0.81061
0.75537,0.68872
0.70374,0.82525
0.54242,0.7128
0.65635,0.83478
0.77257,0.5856
0.51031,0.58289
0.61291,0.73921
0.68243,0.62686
0.8118,0.93139
0.73619,0.66694
0.74908,0.83396
1.0594,0.69346
0.43644,0.4659
0.60107,0.65161
0.60667,0.53719
0.66701,0.56192
0.45095,0.52063
0.73184,0.77123
0.65593,0.65509
0.50164,0.55167
0.61971,0.60826
0.83167,0.79327
0.87213,0.75892
0.57186,0.5873
0.535,0.48947
0.50299,0.52744
0.58111,0.4961
0.8436,0.77622
0.62895,0.59031
0.79641,0.79359
0.68617,0.68123
0.60972,0.60215
0.63813,0.60853
0.69614,0.86588
0.79768,0.70414
0.66554,0.69461
0.59904,0.52242
0.62148,0.81243
0.70758,0.69241
0.78296,0.74292
0.99625,0.79706
0.54094,0.50547
0.92161,0.95873
0.80141,0.78904
0.85645,0.8086
0.54963,0.61963
1.281,0.85245
0.59065,0.74109
0.8729,0.95856
0.7758,0.84703
0.84296,0.84002
0.65713,0.62387
0.67092,0.57081
0.59388,0.59887
0.70018,0.83749
0.4683,0.54645
0.77162,0.8669
0.75646,0.79646
1.0754,0.66194
0.70778,1.1598
0.50267,0.48106
0.56155,0.55534
0.71568,0.79772
0.69845,0.70346
0.84276,0.762
1.0159,0.66998
0.79546,0.75833
0.70312,0.56859
0.76634,0.72434
0.63961,1.1135
0.71613,0.59017
0.8613,0.88438
0.84039,0.71615
0.64396,0.59908
0.62302,0.5675
0.53822,0.65301
0.80281,0.7291
0.4559,0.47324
0.77567,0.6887
0.62989,0.69438
0.71783,0.74262
0.40381,0.4555
0.76125,0.76398
0.7162,0.76416
0.68064,0.51714
0.57488,0.69036
0.87268,0.67007
0.52108,0.62803
0.51741,0.49158
0.53826,0.49841
0.91942,1.0026
0.71007,0.77047
0.82628,0.60093
1.2073,1.1787
0.77,0.79433
0.60789,0.88304
0.76048,0.46479
0.69868,0.75787
0.99233,0.84797
0.8308,0.84523
0.71571,0.76716
1.0359,0.83132
0.69514,0.75837
0.70134,0.82026
0.61958,0.77954
0.65444,0.73744
0.58575,0.61372
0.48827,0.53156
0.78327,0.65605
0.64835,0.67223
0.9334,0.67084
0.82987,0.69943
0.82684,0.84724
0.79055,0.90131
0.87322,0.82616
0.54317,0.5468
1.1323,0.83793
0.7084,0.56267
0.971,0.8458
0.60363,0.50713
0.68871,0.73303
0.76041,0.96943
0.91034,0.79476
0.71844,0.78234
0.78791,0.73053
0.60207,0.57509
0.73937,0.92025
0.66923,1.161
0.767,0.80981
0.50297,0.53467
0.61516,0.74028
0.71707,0.90539
0.96401,0.72178
0.88141,0.96957
0.7646,0.75629
0.73164,0.77431
1.0147,0.72416
0.76882,0.7789
0.5675,0.58884
0.85578,1.1207
0.77846,0.73983
0.51062,0.51392
0.52237,0.53233
0.96159,0.95015
0.58682,0.56576
