0.77691,0.78636
0.9251,0.82842
0.73621,0.79791
0.86512,0.96005
0.93845,0.84579
0.91453,0.80317
0.74272,0.82697
0.60177,0.67127
0.88558,0.81728
0.71726,0.69111
0.7239,0.76922
0.75938,0.76254
0.66623,0.67388
0.66188,0.68317
0.53138,0.62295
0.758,0.73916
1.054,0.85123
0.73987,0.61188
0.68893,0.63989
0.5998,0.64904
0.70249,0.72507
0.67372,0.66697
0.62474,0.73422
0.82041,0.81184
0.82865,0.74477
0.79705,0.8985
0.60964,0.58438
0.61348,0.66381
0.88891,1.0852
0.95332,0.92963
0.73025,0.80207
0.95415,0.79956
0.83467,0.9597
0.69051,0.96673
0.57315,0.58637
0.65287,0.6528
1.006,1.0433
0.79808,0.81617
0.65039,0.74547
0.85536,0.84471
0.87785,0.91183
0.74744,0.82081
0.83627,0.87357
0.95363,1.0097
0.73555,1.0402
0.47904,0.52463
0.79269,0.65521
0.83618,0.76842
0.75301,0.75688
0.81461,0.66992
0.8276,0.839
1.1696,0.76868
0.77414,0.74469
0.74469,0.66297
0.66813,0.65545
0.74755,0.86545
0.94525,0.90947
0.50038,0.48737
0.7956,0.77625
1.1277,1.1437
0.63905,0.65042
0.82546,0.74928
0.62556,0.63609
0.78405,0.78828
0.74901,0.80117
0.98461,0.91437
0.7577,0.8031
0.78425,0.76302
0.59521,0.69394
0.55651,0.54048
0.86327,0.8904
0.749,0.61229
0.73819,0.61059
0.65091,0.6204
0.62704,0.68915
0.69865,0.86705
0.65067,0.74515
0.76253,0.78437
0.79669,0.70224
1.1343,1.1506
0.81414,0.82959
0.64051,0.64967
0.9278,1.1484
0.81663,0.83016
0.80633,0.76285
0.76053,0.87653
0.62684,0.7801
0.72216,0.86827
0.80674,0.65523
0.57645,0.6448
0.68565,0.7986
0.80609,0.73412
0.88268,1.0725
0.76673,0.72038
0.95293,1.0382
1.0731,0.75451
0.49972,0.53588
0.66928,0.71655
0.66475,0.60555
0.74829,0.68304
0.53323,0.59049
0.79313,0.82181
0.727,0.75077
0.56984,0.61535
0.69204,0.6713
0.92536,0.88102
0.90345,0.80465
0.659,0.67237
0.60559,0.55654
0.57355,0.62387
0.65522,0.58502
0.87392,0.83318
0.74253,0.70354
0.82105,0.8387
0.76035,0.75735
0.67937,0.66486
0.70631,0.68003
0.84493,0.91309
0.87927,0.81632
0.7502,0.81614
0.70623,0.60783
0.68919,0.86073
0.76186,0.75252
0.84265,0.81036
0.90268,0.83504
0.60372,0.56657
1.0574,1.1316
0.82818,0.83497
0.93219,0.91473
0.62127,0.68406
1.2407,0.90273
0.68655,0.804
0.89885,1.0871
0.79746,0.8663
1.0094,0.94859
0.72045,0.68624
0.74055,0.63335
0.66448,0.66941
0.77411,0.92174
0.57122,0.61708
0.82138,0.9005
0.8389,0.85792
1.1283,0.74988
0.77747,1.151
